Timestamp: 1686672732, Funktion: OSMP_INIT END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SIZE START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SIZE END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_RANK START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_RANK END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_INIT END, OSMPRank: 1
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SIZE START, OSMPRank: 1
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SIZE END, OSMPRank: 1
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_RANK START, OSMPRank: 1
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_RANK END, OSMPRank: 1
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672732, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672734, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672734, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672734, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672734, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672734, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672736, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672736, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672736, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672736, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672736, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672738, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672738, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672738, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672738, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672738, Funktion: OSMP_SEND START, OSMPRank: 0
Timestamp: 1686672740, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672740, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672740, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672740, Funktion: OSMP_SEND END, OSMPRank: 0
Timestamp: 1686672740, Funktion: OSMP_FINALIZE START, OSMPRank: 0
Timestamp: 1686672742, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672742, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672742, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672744, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672744, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672744, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672746, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672746, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672746, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672748, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672748, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672748, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672750, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672750, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672750, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672752, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672752, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672752, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672754, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672754, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672754, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672756, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672756, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672756, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672758, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672758, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672758, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672760, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672760, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672760, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672762, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672762, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672762, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672764, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672764, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672764, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672766, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672766, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672766, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672768, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672768, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672768, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672770, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672770, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672770, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672772, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672772, Funktion: OSMP_RECV START, OSMPRank: 1
Timestamp: 1686672772, Funktion: OSMP_RECV END, OSMPRank: 1
Timestamp: 1686672772, Funktion: OSMP_FINALIZE START, OSMPRank: 1
